no,provinsi,kota,kecamatan,kelurahan,nama_sppg
3972,JAWA BARAT,TASIKMALAYA,SODONGHILIR,SODONGHILIR,SPPG Tasikmalaya Sodonghilir Sodonghilir 2
3973,JAWA BARAT,GARUT,LEUWIGOONG,LEUWIGOONG,SPPG Garut Leuwigoong Leuwigoong 2
3974,JAWA BARAT,BEKASI,CIKARANG UTARA,KARANGRAHARJA,SPPG Bekasi Cikarang Utara Karangraharja 4
3975,JAWA BARAT,BOGOR,LEUWISADENG,KALONG II,SPPG Bogor Leuwisadeng Kalong II
3976,JAWA BARAT,BOGOR,PAMIJAHAN,GUNUNG PICUNG,SPPG Bogor Pamijahan Gunung Picung
3977,JAWA BARAT,BOGOR,CIBINONG,NANGGEWER,SPPG Bogor Cibinong Nanggewer
3978,JAWA BARAT,KARAWANG,CILAMAYA KULON,KIARA,SPPG Karawang Cilamaya Kulon Kiara 3
3979,JAWA BARAT,PANGANDARAN,PARIGI,PARIGI,SPPG Pangandaran Parigi Parigi
3980,JAWA BARAT,INDRAMAYU,LOSARANG,JANGGA,SPPG Indramayu Losarang Jangga
3981,JAWA BARAT,CIANJUR,TAKOKAK,PASAWAHAN,SPPG Cianjur Takokak Pasawahan 2
3982,JAWA BARAT,TASIKMALAYA,CIGALONTANG,TENJONAGARA,SPPG Tasikmalaya Cigalontang Tenjonagara 2
3983,JAWA BARAT,MAJALENGKA,CIKIJING,SINDANGPANJI,SPPG Majalengka Cikijing Sindangpanji
3984,JAWA BARAT,MAJALENGKA,SUMBERJAYA,LOJIKOBONG,SPPG Majalengka Sumberjaya Lojikobong
3985,JAWA BARAT,INDRAMAYU,GANTAR,MEKARJAYA,SPPG Indramayu Gantar Mekarjaya 3
3986,JAWA BARAT,CIANJUR,KARANGTENGAH,SINDANGLAKA,SPPG Cianjur Karangtengah Sindanglaka 4
3987,JAWA BARAT,CIREBON,PABUARAN,SUKADANA,SPPG Cirebon Pabuaran Sukadana
3988,JAWA BARAT,KOTA BEKASI,JATIASIH,JATILUHUR,SPPG Kota Bekasi Jatiasih Jatiluhur
3989,JAWA BARAT,KOTA BANJAR,BANJAR,BALOKANG,SPPG Kota Banjar Banjar Balokang 2
3990,JAWA BARAT,KARAWANG,RENGASDENGKLOK,RENGASDENGKLOK SELATAN,SPPG Karawang Rengasdengklok Rengasdengklok Selatan
3991,JAWA BARAT,BANDUNG,ARJASARI,RANCAKOLE,SPPG Bandung Arjasari Rancakole
3992,JAWA BARAT,KOTA BEKASI,RAWALUMBU,BOJONGMENTENG,SPPG Kota Bekasi Rawalumbu Bojongmenteng 2
3993,JAWA BARAT,BEKASI,CIBARUSAH,SINDANGMULYA,SPPG Bekasi Cibarusah Sindangmulya 2
3994,JAWA BARAT,BANDUNG,BOJONGSOANG,BUAHBATU,SPPG Bandung Bojongsoang Buahbatu
3995,JAWA BARAT,INDRAMAYU,BALONGAN,SUDIMAMPIR LOR,SPPG Indramayu Balongan Sudimampir Lor
3996,JAWA BARAT,CIREBON,KALIWEDI,KALIWEDI KIDUL,SPPG Cirebon Kaliwedi Kaliwedi Kidul
3997,JAWA BARAT,SUKABUMI,GUNUNGGURUH,CIKUJANG,SPPG Sukabumi Gunungguruh Cikujang
3998,JAWA BARAT,BANDUNG BARAT,GUNUNGHALU,CILANGARI,SPPG Bandung Barat Gunung Halu Sindangjaya
3999,JAWA BARAT,INDRAMAYU,CANTIGI,CANTIGI WETAN,SPPG Indramayu Cantigi Cantigi Wetan
4000,JAWA BARAT,GARUT,SAMARANG,CINTARAKYAT,SPPG Garut Samarang Cintarakyat 4
4001,JAWA BARAT,BOGOR,DRAMAGA,DRAMAGA,SPPG Bogor Dramaga Dramaga
4002,JAWA BARAT,BEKASI,MUARAGEMBONG,JAYASAKTI,SPPG Bekasi Muaragembong Jayasakti
4003,JAWA BARAT,BEKASI,CIKARANG TIMUR,JATIREJA,SPPG Bekasi Cikarang Timur Jatireja 2
4004,JAWA BARAT,GARUT,CISOMPET,CISOMPET,SPPG Garut Cisompet Cisompet 2
4005,JAWA BARAT,KARAWANG,MAJALAYA,CIRANGGON,SPPG Karawang Majalaya Ciranggon 2
4006,JAWA BARAT,KOTA BOGOR,BOGOR TIMUR,KATULAMPA,SPPG Kota Bogor Bogor Timur Katulampa 3
4007,JAWA BARAT,BEKASI,CIKARANG BARAT,MEKARWANGI,SPPG Bekasi Cikarang Barat Mekarwangi
4008,JAWA BARAT,KOTA BEKASI,MEDANSATRIA,MEDANSATRIA,SPPG Kota Bekasi Medansatria Medansatria 5
4009,JAWA BARAT,BEKASI,SERANG BARU,SUKARAGAM,SPPG Bekasi Serang Baru Sukaragam 3
4010,JAWA BARAT,BOGOR,TAMANSARI,SUKAMANTRI,SPPG Bogor Tamansari Sukamantri 1
4011,JAWA BARAT,TASIKMALAYA,SUKARESIK,SUKAMENAK,SPPG Tasikmalaya Sukaresik Sukamenak
4012,JAWA BARAT,INDRAMAYU,TERISI,KENDAYAKAN,SPPG Indramayu Terisi Kendayakan
4013,JAWA BARAT,GARUT,BANJARWANGI,BANJARWANGI,SPPG Garut Banjarwangi Banjarwangi 2
4014,JAWA BARAT,GARUT,TAROGONG KIDUL,SUKAJAYA,SPPG Garut Tarogong Kidul Sukajaya
4015,JAWA BARAT,BANDUNG,CIWIDEY,PANYOCOKAN,SPPG Bandung Ciwidey Panyocokan
4016,JAWA BARAT,KOTA DEPOK,TAPOS,TAPOS,SPPG Depok Tapos Kebayunan 5
4017,JAWA BARAT,BANDUNG BARAT,CIHAMPELAS,CIPATIK,SPPG Bandung Barat Cihampelas Cipatik 2
4018,JAWA BARAT,KUNINGAN,HANTARA,CITAPEN,SPPG Kuningan Hantara Citapen
4019,JAWA BARAT,CIANJUR,SINDANGBARANG,SIRNAGALIH,SPPG Cianjur Sindangbarang Sirnagalih 2
4020,JAWA BARAT,KOTA DEPOK,TAPOS,LEUWINANGGUNG,SPPG Kota Depok Tapos Leuwinanggung
4021,JAWA BARAT,BOGOR,TAJURHALANG,TAJURHALANG,SPPG Bogor Tajurhalang Tajurhalang 3
4022,JAWA BARAT,CIREBON,MUNDU,BANJARWANGUNAN,SPPG Cirebon Mundu Banjarwangunan
4023,JAWA BARAT,SUKABUMI,CICANTAYAN,LEMBURSAWAH,SPPG Sukabumi Cicantayan Lembursawah
4024,JAWA BARAT,INDRAMAYU,GANTAR,BANTARWARU,SPPG Indramayu Gantar Bantarwaru
4025,JAWA BARAT,GARUT,PAKENJENG,NEGLASARI,SPPG Garut Pakenjeng Neglasari 2
4026,JAWA BARAT,KUNINGAN,MANDIRANCAN,SALAKADOMAS,SPPG Kuningan Mandirancan Salakadomas
4027,JAWA BARAT,GARUT,SINGAJAYA,MEKARTANI,SPPG Garut Singajaya Mekartani
4028,JAWA BARAT,INDRAMAYU,HAURGEULIS,SUKAJATI,SPPG Indramayu Haurgeulis Sukajati
4029,JAWA BARAT,SUKABUMI,CIBADAK,KARANGTENGAH,SPPG Sukabumi Cibadak Karangtengah 3
4030,JAWA BARAT,INDRAMAYU,SINDANG,SINDANG,SPPG Indramayu Sindang Sindang
4031,JAWA BARAT,KARAWANG,TELUKJAMBE TIMUR,SUKAHARJA,SPPG Karawang Telukjambe Timur Sukaharja 2
4032,JAWA BARAT,SUKABUMI,JAMPANGTENGAH,CIJULANG,SPPG Sukabumi Jampangtengah Cijulang
4033,JAWA BARAT,BANDUNG,RANCAEKEK,LINGGAR,SPPG Bandung Rancaekek Linggar
4034,JAWA BARAT,KOTA DEPOK,SAWANGAN,KEDAUNG,SPPG Kota Depok Sawangan Kedaung 3
4035,JAWA BARAT,SUKABUMI,CIBADAK,CIBADAK,SPPG Sukabumi Cibadak Cibadak 4
4036,JAWA BARAT,KOTA BANDUNG,BABAKAN CIPARAY,CIRANGRANG,SPPG Kota Bandung Babakan Ciparay Cirangrang
4037,JAWA BARAT,GARUT,CARINGIN,SUKARAME,SPPG Garut Caringin Sukarame
4038,JAWA BARAT,SUBANG,PUSAKAJAYA,KARANGANYAR,SPPG Subang Pusakajaya Karanganyar
4039,JAWA BARAT,BOGOR,TENJO,BATOK,SPPG Bogor Tenjo Batok
4040,JAWA BARAT,KOTA BANJAR,PATARUMAN,HEGARSARI,SPPG Kota Banjar Pataruman Hegarsari 3
4041,JAWA BARAT,KOTA CIREBON,KESAMBI,SUNYARAGI,SPPG Kota Cirebon Kesambi Sunyaragi 3
4042,JAWA BARAT,INDRAMAYU,TUKDANA,LAJER,SPPG Indramayu Tukdana Lajer
4043,JAWA BARAT,BOGOR,RUMPIN,RABAK,SPPG Bogor Rumpin Rabak 2
4044,JAWA BARAT,CIANJUR,CIANJUR,PAMOYANAN,SPPG Cianjur Cianjur Pamoyanan
4045,JAWA BARAT,SUKABUMI,CICURUG,PASAWAHAN,SPPG Sukabumi Cicurug Tenjolaya
4046,JAWA BARAT,BANDUNG,CIPARAY,BUMIWANGI,SPPG Bandung Ciparay Bumiwangi
4047,JAWA BARAT,CIAMIS,SUKAMANTRI,TENGGERRAHARJA,SPPG Ciamis Sukamantri Tenggerraharja
4048,JAWA BARAT,INDRAMAYU,WIDASARI,KONGSIJAYA,SPPG Indramayu Widasari Kongsijaya
4049,JAWA BARAT,BANDUNG BARAT,NGAMPRAH,CILAME,SPPG Bandung Barat Ngamprah Cilame 4
4050,JAWA BARAT,BANDUNG,SOLOKANJERUK,RANCAKASUMBA,SPPG Bandung Solokanjeruk Rancakasumba 3
4051,JAWA BARAT,BOGOR,BABAKAN MADANG,CIJAYANTI,SPPG Bogor Babakan Madang Cijayanti 2
4052,JAWA BARAT,KOTA BANDUNG,ARCAMANIK,SUKAMISKIN,SPPG Kota Bandung Arcamanik Sukamiskin 1
4053,JAWA BARAT,BANDUNG,IBUN,IBUN,SPPG Bandung Ibun Ibun
4054,JAWA BARAT,BANDUNG,CIKANCUNG,HEGARMANAH,SPPG Bandung Cikancung Hegarmanah 2
4055,JAWA BARAT,KOTA BOGOR,BOGOR BARAT,PASIR KUDA,SPPG Kota Bogor Bogor Barat Pasir Kuda
4056,JAWA BARAT,PURWAKARTA,SUKASARI,KERTAMANAH,SPPG Purwakarta Sukasari Kertamanah
4057,JAWA BARAT,CIANJUR,NARINGGUL,SUKABAKTI,SPPG Cianjur Naringgul Sukabakti
4058,JAWA BARAT,KARAWANG,PEDES,KERTARAHARJA,SPPG Karawang Pedes Kertaraharja
4059,JAWA BARAT,PURWAKARTA,BUNGURSARI,CIKOPO,SPPG Purwakarta Bungursari Cikopo 3
4060,JAWA BARAT,TASIKMALAYA,SINGAPARNA,SUKAHERANG,SPPG Tasikmalaya Singaparna Sukaherang
4061,JAWA BARAT,KOTA BANJAR,LANGENSARI,REJASARI,SPPG Kota Banjar Langensari Rejasari
4062,JAWA BARAT,SUBANG,CISALAK,GARDUSAYANG,SPPG Subang Cisalak Gardusayang
4063,JAWA BARAT,KOTA BOGOR,BOGOR UTARA,BANTARJATI,SPPG Kota Bogor Bogor Utara Bantarjati 4
4064,JAWA BARAT,BEKASI,CIKARANG SELATAN,CIBATU,SPPG Bekasi Cikarang Selatan Cibatu
4065,JAWA BARAT,SUKABUMI,PARUNGKUDA,PONDOKKASO LANDEUH,SPPG Sukabumi Parungkuda Pondokkaso Landeuh
4066,JAWA BARAT,BANDUNG,KERTASARI,TARUMAJAYA,SPPG Bandung Kertasari Tarumajaya
4067,JAWA BARAT,BEKASI,CIBITUNG,MUKTIWARI,SPPG Bekasi Cibitung Muktiwari
4068,JAWA BARAT,KARAWANG,TIRTAJAYA,SRIJAYA,SPPG Karawang Tirtajaya Srijaya
4069,JAWA BARAT,GARUT,BANYURESMI,SUKAMUKTI,SPPG Garut Banyuresmi Sukamukti
4070,JAWA BARAT,CIREBON,KLANGENAN,KLANGENAN,SPPG Cirebon Klangenan Klangenan
4071,JAWA BARAT,CIANJUR,CILAKU,SINDANGSARI,SPPG Cianjur Cilaku Sindangsari 2
4072,JAWA BARAT,BOGOR,RUMPIN,SUKAMULYA,SPPG Bogor Rumpin Sukamulya
4073,JAWA BARAT,GARUT,BL. LIMBANGAN,LIMBANGAN BARAT,SPPG Garut Bl. Limbangan Limbangan Barat 3
4074,JAWA BARAT,KOTA BANDUNG,BATUNUNGGAL,GUMURUH,SPPG Kota Bandung Batununggal Gumuruh 2
4075,JAWA BARAT,SUMEDANG,WADO,CISURAT,SPPG Sumedang Wado Cisurat
4076,JAWA BARAT,BOGOR,GUNUNG PUTRI,WANAHERANG,SPPG Bogor Gunung Putri Wanaherang 4
4077,JAWA BARAT,GARUT,KERSAMANAH,NANJUNGJAYA,SPPG Garut Kersamanah Nanjungjaya 2
4078,JAWA BARAT,GARUT,KADUNGORA,RANCASALAK,SPPG Garut Kadungora Rancasalak 3
4079,JAWA BARAT,KOTA SUKABUMI,CIKOLE,KEBONJATI,SPPG Kota Sukabumi Cikole Kebonjati
4080,JAWA BARAT,TASIKMALAYA,JATIWARAS,PAPAYAN,SPPG Tasikmalaya Jatiwaras Papayan 2
4081,JAWA BARAT,BEKASI,CIKARANG UTARA,KARANGRAHARJA,SPPG Bekasi Cikarang Utara Karangraharja 5
4082,JAWA BARAT,GARUT,BAYONGBONG,MEKARSARI,SPPG Garut Bayongbong Mekarsari
4083,JAWA BARAT,CIANJUR,CIRANJANG,KARANGWANGI,SPPG Cianjur Ciranjang Karangwangi
4084,JAWA BARAT,KOTA BANDUNG,ANDIR,DUNGUS CARIANG,SPPG Kota Bandung Andir Dungus Cariang 3
4085,JAWA BARAT,SUBANG,SUBANG,SOKLAT,SPPG Subang Subang Soklat
4086,JAWA BARAT,KOTA CIMAHI,CIMAHI TENGAH,PADASUKA,SPPG Kota Cimahi Cimahi Tengah Padasuka
4087,JAWA BARAT,KOTA BANDUNG,ASTANA ANYAR,NYENGSERET,SPPG Kota Bandung Astana Anyar Nyengseret
4088,JAWA BARAT,MAJALENGKA,KERTAJATI,BANTARJATI,SPPG Majalengka Kertajati Bantarjati
4089,JAWA BARAT,BOGOR,KEMANG,PARAKANJAYA,SPPG Bogor Kemang Parakanjaya
4090,JAWA BARAT,KUNINGAN,CIBINGBIN,CIBINGBIN,SPPG Kuningan Cibingbin Cibingbin 1
4091,JAWA BARAT,KARAWANG,KOTA BARU,SARIMULYA,SPPG Karawang Kota Baru Sarimulya
4092,JAWA BARAT,SUBANG,SUKASARI,BATANGSARI,SPPG Subang Sukasari Batangsari
4093,JAWA BARAT,PANGANDARAN,CIMERAK,KERTAHARJA,SPPG Pangandaran Cimerak Kertaharja
4094,JAWA BARAT,BEKASI,TAMBUN SELATAN,SETIAMEKAR,SPPG Bekasi Tambun Selatan Setiamekar 7
4095,JAWA BARAT,KOTA BANDUNG,GEDEBAGE,RANCABOLANG,SPPG Kota Bandung Gedebage Rancabolang
4096,JAWA BARAT,BOGOR,JONGGOL,BENDUNGAN,SPPG Bogor Jonggol Bendungan
4097,JAWA BARAT,BANDUNG BARAT,SINDANGKERTA,WANGUNSARI,SPPG Bandung Barat Sindangkerta Wangunsari
4098,JAWA BARAT,BOGOR,BOJONG GEDE,RAGAJAYA,SPPG Bogor Bojong Gede Ragajaya 3
4099,JAWA BARAT,INDRAMAYU,BANGODUA,KARANGGETAS,SPPG Indramayu Bangodua Karanggetas
4100,JAWA BARAT,KUNINGAN,KADUGEDE,CIHERANG,SPPG Kuningan Kadugede Ciherang
4101,JAWA BARAT,SUKABUMI,CICANTAYAN,CISANDE,SPPG Sukabumi Cicantayan Cisande 2
4102,JAWA BARAT,GARUT,TAROGONG KIDUL,SUKAGALIH,SPPG Garut Tarogong Kidul Sukagalih 2
4103,JAWA BARAT,BANDUNG,KATAPANG,PANGAUBAN,SPPG Bandung Katapang Pangauban 3
4104,JAWA BARAT,KOTA BANDUNG,BANDUNG KULON,WARUNG MUNCANG,SPPG Kota Bandung Bandung Kulon Warung Muncang 2
4105,JAWA BARAT,TASIKMALAYA,SUKARAJA,SUKAPURA,SPPG Tasikmalaya Sukaraja Sukapura 1
4106,JAWA BARAT,BANDUNG,CIPARAY,SERANGMEKAR,SPPG Bandung Ciparay Serangmekar
4107,JAWA BARAT,KOTA BANDUNG,SUKASARI,GEGERKALONG,SPPG Kota Bandung Sukasari Gegerkalong 3
4108,JAWA BARAT,CIANJUR,SUKARESMI,KUBANG,SPPG Cianjur Sukaresmi Kubang 2
4109,JAWA BARAT,KUNINGAN,JALAKSANA,MANISKIDUL,SPPG Kuningan Jalaksana Maniskidul 3
4110,JAWA BARAT,BOGOR,GUNUNG SINDUR,PABUARAN,SPPG Bogor Gunung Sindur Pabuaran 2
4111,JAWA BARAT,SUBANG,TANJUNGSIANG,TANJUNGSIANG,SPPG Subang Tanjungsiang Tanjungsiang 2
4112,JAWA BARAT,KOTA BEKASI,BEKASI TIMUR,MARGAHAYU,SPPG Kota Bekasi Bekasi Timur Margahayu 2
4113,JAWA BARAT,TASIKMALAYA,SUKARATU,SUKARATU,SPPG Tasikmalaya Sukaratu Sukaratu
4114,JAWA BARAT,KOTA CIREBON,LEMAHWUNGKUK,LEMAHWUNGKUK,SPPG Kota Cirebon Lemahwungkuk Lemahwungkuk
4115,JAWA BARAT,BOGOR,SUKAMAKMUR,WARGAJAYA,SPPG Bogor Sukamakmur Wargajaya 2
4116,JAWA BARAT,BANDUNG,CANGKUANG,NAGRAK,SPPG Bandung Cangkuang Nagrak
4117,JAWA BARAT,BANDUNG BARAT,NGAMPRAH,TANIMULYA,SPPG Bandung Barat Ngamprah Tanimulya 2
4118,JAWA BARAT,KOTA BEKASI,BANTARGEBANG,BANTARGEBANG,SPPG Kota Bekasi Bantargebang Bantargebang
4119,JAWA BARAT,KOTA DEPOK,LIMO,MERUYUNG,SPPG Kota Depok Limo Meruyung
4120,JAWA BARAT,BOGOR,JONGGOL,SUKANEGARA,SPPG Bogor Jonggol Sukanegara
4121,JAWA BARAT,KOTA BANDUNG,KIARACONDONG,KEBON KANGKUNG,SPPG Kota Bandung Kiaracondong Kebon Kangkung 2
4122,JAWA BARAT,BOGOR,BABAKAN MADANG,CIJAYANTI,SPPG Bogor Babakan Madang Cijayanti 3
4123,JAWA BARAT,CIREBON,ARJAWINANGUN,ARJAWINANGUN,SPPG Cirebon Arjawinangun Arjawinangun 2
4124,JAWA BARAT,GARUT,SUKAWENING,SUKALUYU,SPPG Garut Sukawening Sukaluyu 2
4125,JAWA BARAT,SUBANG,SUBANG,PASIRKAREUMBI,SPPG Subang Subang Pasirkareumbi 2
4126,JAWA BARAT,GARUT,PASIRWANGI,PASIRWANGI,SPPG Garut Pasirwangi Pasirwangi 2
4127,JAWA BARAT,INDRAMAYU,CANTIGI,CANTIGI KULON,SPPG Indramayu Cantigi Cantigi Kulon
4128,JAWA BARAT,CIANJUR,SUKALUYU,SUKAMULYA,SPPG Cianjur Sukaluyu Sukamulya
4129,JAWA BARAT,SUMEDANG,PAMULIHAN,PAMULIHAN,SPPG Sumedang Pamulihan Pamulihan 3
4130,JAWA BARAT,GARUT,BAYONGBONG,MEKARSARI,SPPG Garut Bayongbong Mekarsari 2
4131,JAWA BARAT,SUBANG,SUKASARI,BATANGSARI,SPPG Subang Sukasari Batangsari 2
4132,JAWA BARAT,GARUT,CISEWU,PAMALAYAN,SPPG Garut Cisewu Pamalayan
4133,JAWA BARAT,SUMEDANG,JATINANGOR,CILAYUNG,SPPG Sumedang Jatinangor Cilayung
4134,JAWA BARAT,KARAWANG,CILAMAYA WETAN,CIKALONG,SPPG Karawang Cilamaya Wetan Cikalong
4135,JAWA BARAT,BANDUNG,MARGAHAYU,SUKAMENAK,SPPG Bandung Margahayu Sukamenak
4136,JAWA BARAT,MAJALENGKA,LIGUNG,LEUWEUNGHAPIT,SPPG Majalengka Ligung Leuweunghapit
4137,JAWA BARAT,PURWAKARTA,BABAKANCIKAO,KADUMEKAR,SPPG Purwakarta Babakancikao Kadumekar
4138,JAWA BARAT,TASIKMALAYA,SUKARAME,WARGAKERTA,SPPG Tasikmalaya Sukarame Wargakerta
4139,JAWA BARAT,KOTA DEPOK,TAPOS,TAPOS,SPPG Depok Tapos Kebayunan 3
4140,JAWA BARAT,SUKABUMI,CISAAT,SUKAMANAH,SPPG Sukabumi Cisaat Sukamanah 2
4141,JAWA BARAT,BANDUNG BARAT,PADALARANG,PADALARANG,SPPG Bandung Barat Padalarang Padalarang 4
4142,JAWA BARAT,BANDUNG,RANCAEKEK,LINGGAR,SPPG Bandung Rancaekek Linggar 4
4143,JAWA BARAT,KOTA BANDUNG,CIBEUNYING KALER,SUKALUYU,SPPG Kota Bandung Cibeunying Kaler Sukaluyu
4144,JAWA BARAT,KOTA TASIKMALAYA,CIBEUREUM,SETIANAGARA,SPPG Kota Tasikmalaya Cibeureum Setianagara
4145,JAWA BARAT,TASIKMALAYA,JATIWARAS,SUKAKERTA,SPPG Tasikmalaya Jatiwaras Sukakerta
4146,JAWA BARAT,BANDUNG,MARGAHAYU,MARGAHAYU SELATAN,SPPG Bandung Margahayu Margahayu Selatan 3
4147,JAWA BARAT,BANDUNG,RANCABALI,ALAMENDAH,SPPG Bandung Rancabali Alamendah 3
4148,JAWA BARAT,BEKASI,CIKARANG UTARA,CIKARANGKOTA,SPPG Bekasi Cikarang Utara Cikarangkota 3
4149,JAWA BARAT,SUKABUMI,PALABUHANRATU,CITEPUS,SPPG Sukabumi Palabuhanratu Citepus 5
4150,JAWA BARAT,BANDUNG,CIPARAY,SARIMAHI,SPPG Bandung Ciparay Sarimahi 2
4151,JAWA BARAT,BANDUNG,IBUN,PANGGUH,SPPG Bandung Ibun Pangguh
4152,JAWA BARAT,SUKABUMI,KALAPANUNGGAL,PALASARI GIRANG,SPPG Sukabumi Kalapanunggal Palasari Girang
4153,JAWA BARAT,KOTA BOGOR,BOGOR TIMUR,SINDANGSARI,SPPG Kota Bogor Bogor Timur Sindangsari
4154,JAWA BARAT,TASIKMALAYA,BANTARKALONG,PARAKANHONJE,SPPG Tasikmalaya Bantarkalong Parakanhonje
4155,JAWA BARAT,TASIKMALAYA,PUSPAHIANG,PUSPAJAYA,SPPG Tasikmalaya Puspahiang Puspajaya 2
4156,JAWA BARAT,KOTA BEKASI,BEKASI TIMUR,DURENJAYA,SPPG Kota Bekasi Bekasi Timur Durenjaya 7
4157,JAWA BARAT,SUMEDANG,WADO,WADO,SPPG Sumedang Wado Wado
4158,JAWA BARAT,BOGOR,CIJERUK,SUKAHARJA,SPPG Bogor Cijeruk Sukaharja 2
4159,JAWA BARAT,BANDUNG BARAT,SINDANGKERTA,CIKADU,SPPG Bandung Barat Sindangkerta Cikadu
4160,JAWA BARAT,GARUT,KARANGPAWITAN,SINDANGPALAY,SPPG Garut Karangpawitan Sindangpalay 3
4161,JAWA BARAT,INDRAMAYU,ARAHAN,LINGGAJATI,SPPG Indramayu Arahan Linggajati 2
4162,JAWA BARAT,KUNINGAN,CILIMUS,BANDORASAWETAN,SPPG Kuningan Cilimus Bandorasawetan
4163,JAWA BARAT,KOTA TASIKMALAYA,TAWANG,TAWANGSARI,SPPG Kota Tasikmalaya Tawang Tawangsari
4164,JAWA BARAT,CIAMIS,BANJARANYAR,LANGKAPSARI,SPPG Ciamis Banjaranyar Langkapsari
4165,JAWA BARAT,BOGOR,GUNUNG PUTRI,CIKEAS UDIK,SPPG Bogor Gunung Putri Cikeas Udik 4
4166,JAWA BARAT,BEKASI,TAMBUN SELATAN,MANGUNJAYA,SPPG Bekasi Tambun Selatan Mangunjaya
4167,JAWA BARAT,BOGOR,BOJONG GEDE,SUSUKAN,SPPG Bogor Bojong Gede Susukan
4168,JAWA BARAT,BANDUNG BARAT,CIKALONGWETAN,CIKALONG,SPPG Bandung Barat Cikalongwetan Cikalong 5
4169,JAWA BARAT,PURWAKARTA,BUNGURSARI,CINANGKA,SPPG Purwakarta Bungursari Cinangka
4170,JAWA BARAT,TASIKMALAYA,PAGERAGEUNG,TANJUNGKERTA,SPPG Tasikmalaya Pagerageung Tanjungkerta
4171,JAWA BARAT,SUKABUMI,CIKIDANG,CIKIDANG,SPPG Sukabumi Cikidang Cikidang
4172,JAWA BARAT,KOTA DEPOK,CIMANGGIS,PASIR GUNUNG SELATAN,SPPG Kota Depok Cimanggis Pasir Gunung Selatan 2
4173,JAWA BARAT,BOGOR,PARUNG,WARUJAYA,SPPG Bogor Parung Warujaya 5
4174,JAWA BARAT,MAJALENGKA,SUMBERJAYA,BONGAS WETAN,SPPG Majalengka Sumberjaya Bongas Wetan
4175,JAWA BARAT,BANDUNG BARAT,CIPEUNDEUY,CIPEUNDEUY,SPPG Bandung Barat Cipeundeuy Cipeundeuy
4176,JAWA BARAT,MAJALENGKA,CIGASONG,CICENANG,SPPG Majalengka Cigasong Cicenang
4177,JAWA BARAT,BEKASI,TAMBUN UTARA,SRIAMUR,SPPG Bekasi Tambun Utara Sriamur
4178,JAWA BARAT,KOTA TASIKMALAYA,CIHIDEUNG,ARGASARI,SPPG Kota Tasikmalaya Cihideung Argasari
4179,JAWA BARAT,BANDUNG BARAT,LEMBANG,WANGUNSARI,SPPG Bandung Barat Lembang Wangunsari
4180,JAWA BARAT,KOTA BANDUNG,BABAKAN CIPARAY,SUKAHAJI,SPPG Kota Bandung Babakan Ciparay Sukahaji
4181,JAWA BARAT,BOGOR,CIGOMBONG,CIBURUY,SPPG Bogor Cigombong Ciburuy 2
4182,JAWA BARAT,SUMEDANG,SUMEDANG UTARA,KOTA KALER,SPPG Sumedang Sumedang Utara Kota Kaler 2
4183,JAWA BARAT,BOGOR,BABAKAN MADANG,CITARINGGUL,SPPG Bogor Babakan Madang Citaringgul
4184,JAWA BARAT,CIANJUR,MANDE,BOBOJONG,SPPG Cianjur Mande Bobojong 4
4185,JAWA BARAT,KOTA BOGOR,BOGOR SELATAN,BATU TULIS,SPPG Kota Bogor Bogor Selatan Batu Tulis 2
4186,JAWA BARAT,KOTA BOGOR,BOGOR TENGAH,KEBON KALAPA,SPPG Kota Bogor Bogor Tengah Kebon Kalapa 2
4187,JAWA BARAT,TASIKMALAYA,MANONJAYA,CILANGKAP,SPPG Tasikmalaya Manonjaya Cilangkap 2
4188,JAWA BARAT,KUNINGAN,SINDANGAGUNG,SINDANGSARI,SPPG Kuningan Sindangagung Sindangsari 2
4189,JAWA BARAT,GARUT,TAROGONG KIDUL,HAURPANGGUNG,SPPG Garut Tarogong Kidul Haurpanggung 2
4190,JAWA BARAT,KOTA BANDUNG,BANDUNG KULON,WARUNG MUNCANG,SPPG Kota Bandung Bandung Kulon Warung Muncang 4
4191,JAWA BARAT,BANDUNG,KERTASARI,CIBEUREUM,SPPG Bandung Kertasari Cibeureum 2
4192,JAWA BARAT,KOTA BANDUNG,BOJONGLOA KALER,KOPO,SPPG Kota Bandung Bojongloa Kaler Kopo
4193,JAWA BARAT,BOGOR,CIGOMBONG,WATESJAYA,SPPG Bogor Cigombong Watesjaya 2
4194,JAWA BARAT,BOGOR,LEUWILIANG,KARACAK,SPPG Bogor Leuwiliang Karacak
4195,JAWA BARAT,GARUT,CIBATU,KERESEK,SPPG Garut Cibatu Keresek 2
4196,JAWA BARAT,KOTA BANJAR,LANGENSARI,KUJANGSARI,SPPG Kota Banjar Langensari Kujangsari 2
4197,JAWA BARAT,CIANJUR,CIPANAS,PALASARI,SPPG Cianjur Cipanas Palasari 4
4198,JAWA BARAT,BANDUNG BARAT,LEMBANG,CIBODAS,SPPG Bandung Barat Lembang Cibodas 2
4199,JAWA BARAT,BEKASI,CIKARANG TIMUR,SERTAJAYA,SPPG Bekasi Cikarang Timur Sertajaya
4200,JAWA BARAT,CIANJUR,KADUPANDAK,TALAGASARI,SPPG Cianjur Kadupandak Talagasari
4201,JAWA BARAT,SUBANG,COMPRENG,JATIMULYA,SPPG Subang Compreng Jatimulya 2
